id,gender,masterCategory,subCategory,year,usage,productDisplayName,filename,articleType,baseColour,season,price,click_count,user_type,purchase_prob,purchase_pred,inventory
37332,Women,Accessories,Watches,2016.0,Casual,DKNY Women White Dial Watch NY8482,37332.jpg,Watches,White,Winter,76.0,1,budget,0.19041632,0,99
29493,Women,Accessories,Watches,2016.0,Casual,Giordano Women Chronograph White Dial Watch,29493.jpg,Watches,White,Winter,49.0,3,color_lover,0.018240102,0,32
45387,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Black Flats,45387.jpg,Flip Flops,Black,Summer,64.0,4,color_lover,0.12678035,0,67
2122,Women,Apparel,Topwear,2010.0,Casual,Lee Women Black Top,2122.jpg,Tshirts,Black,Fall,29.0,4,color_lover,0.6383305,1,32
23886,Men,Footwear,Shoes,2012.0,Sports,Fila Men Hex II White Sports Shoes,23886.jpg,Sports Shoes,White,Fall,45.0,5,color_lover,0.00716308,0,13
53759,Men,Apparel,Topwear,2012.0,Casual,Puma Men Grey T-shirt,53759.jpg,Tshirts,Black,Summer,62.0,2,fashionista,0.2990335,0,20
39314,Girls,Apparel,Bottomwear,2012.0,Casual,Gini and Jony Girls Red Skirt,39314.jpg,Skirts,Red,Summer,75.0,3,budget,0.2543736,0,47
49896,Girls,Accessories,Watches,2016.0,Casual,Q&Q Kids Girls White Dial Analog Watch,49896.jpg,Watches,White,Winter,43.0,3,budget,0.11874507,0,19
8124,Women,Accessories,Watches,2016.0,Casual,Fastrack Women Core Analog Steel White Watch,8124.jpg,Watches,White,Winter,36.0,7,budget,0.035056274,0,7
4081,Men,Apparel,Topwear,2011.0,Casual,Inkfruit Men's Type Bee Grey Melange T-shirt,4081.jpg,Tshirts,Grey,Summer,26.0,2,color_lover,0.31086975,0,6
57658,Women,Personal Care,Nails,2017.0,Casual,Lotus Herbals Pure White Nail Polish 81,57658.jpg,Nail Polish,Silver,Spring,58.0,1,fashionista,0.13995102,0,66
31661,Men,Apparel,Topwear,2012.0,Casual,Indigo Nation Men Printed Blue Shirt,31661.jpg,Shirts,Blue,Fall,36.0,4,budget,0.46646386,0,16
35007,Women,Accessories,Stoles,2012.0,Ethnic,Fabindia Women Printed Rust Stole,35007.jpg,Kurtas,Red,Summer,37.0,0,color_lover,0.39903444,0,32
51486,Men,Apparel,Bottomwear,2012.0,Casual,Denizen Men Brown Trousers,51486.jpg,Jeans,Blue,Summer,39.0,2,color_lover,0.231818,0,47
14721,Women,Apparel,Topwear,2011.0,Casual,Scullers For Her Women Casual Shirt Purple Shirts,14721.jpg,Tops,Black,Summer,56.0,1,fashionista,0.44243145,0,75
23795,Women,Footwear,Shoes,2012.0,Casual,Clarks Women Black Cocoa Creme Shoes,23795.jpg,Formal Shoes,Black,Summer,63.0,3,color_lover,0.22912973,0,58
29548,Men,Apparel,Topwear,2012.0,Casual,Classic Polo Men Printed Navy Blue T-shirt,29548.jpg,Tshirts,Navy Blue,Summer,31.0,2,fashionista,0.10416295,0,85
52306,Women,Accessories,Jewellery,2016.0,Casual,ToniQ Women Golden Necklace,52306.jpg,Necklace and Chains,Gold,Summer,45.0,3,fashionista,0.058884874,0,21
20872,Men,Footwear,Shoes,2011.0,Formal,Franco Leone Men Formal Brown Shoes,20872.jpg,Formal Shoes,Black,Winter,50.0,3,color_lover,0.045731835,0,29
27372,Men,Apparel,Topwear,2011.0,Casual,Tantra Men Blood Test Green T-shirt,27372.jpg,Tshirts,Green,Fall,53.0,5,budget,0.14514834,0,37
34856,Men,Footwear,Shoes,2012.0,Casual,Vans Men Classic Slip-On Black Shoes,34856.jpg,Casual Shoes,Black,Summer,58.0,4,fashionista,0.21482657,0,50
8526,Women,Footwear,Shoes,2011.0,Sports,Nike Women Nike Womens Downshifter 3 MSL Black Sports Shoes,8526.jpg,Sports Shoes,Black,Summer,55.0,1,fashionista,0.33939248,0,53
10658,Women,Apparel,Topwear,2011.0,Casual,Doodle Girl Little frock White Tops,10658.jpg,Tops,White,Summer,73.0,1,budget,0.5133388,1,7
43336,Men,Footwear,Shoes,2012.0,Sports,Reebok Men White Turbo Sports Shoes,43336.jpg,Sports Shoes,White,Summer,59.0,1,color_lover,0.32443857,0,26
31857,Women,Accessories,Watches,2016.0,Casual,Titan Women Mother Of Pearl Dial Watch,31857.jpg,Watches,Gold,Winter,38.0,1,color_lover,0.092700735,0,26
1981,Women,Apparel,Bottomwear,2010.0,Casual,Puma Women's Island Green Shorts,1981.jpg,Shorts,White,Summer,82.0,3,color_lover,0.3408993,0,97
6870,Women,Apparel,Dress,2011.0,Casual,Forever New Women's Pink Dress,6870.jpg,Dresses,Pink,Summer,30.0,2,fashionista,0.044170335,0,20
14026,Men,Apparel,Topwear,2011.0,Sports,Nike Men Solid Grey Tshirts,14026.jpg,Tshirts,Black,Fall,56.0,3,color_lover,0.08981423,0,29
29352,Men,Apparel,Topwear,2012.0,Casual,Probase Men Navy Blue Printed T-shirt,29352.jpg,Tshirts,Blue,Summer,51.0,0,fashionista,0.33709595,0,96
50183,Women,Accessories,Bags,2012.0,Casual,Paridhan Women Brown Handbag,50183.jpg,Handbags,Black,Summer,48.0,1,budget,0.18397692,0,27
22664,Unisex,Accessories,Bags,2015.0,Casual,Wildcraft Unisex Red & Black Backpack,22664.jpg,Backpacks,Black,Summer,41.0,2,color_lover,0.21704005,0,63
42200,Women,Apparel,Topwear,2012.0,Casual,Sepia Women Yellow Top,42200.jpg,Tops,Green,Summer,61.0,4,fashionista,0.032889545,0,96
18259,Women,Apparel,Topwear,2011.0,Ethnic,Aneri Women Roshan Peach Kurta,18259.jpg,Kurtas,Brown,Summer,44.0,1,budget,0.50051445,1,68
6907,Women,Apparel,Topwear,2011.0,Casual,Tantra Women's Re-incarnation Cream T-shirt,6907.jpg,Tshirts,Grey,Summer,46.0,1,budget,0.4729218,0,60
28912,Men,Accessories,Bags,2015.0,Casual,CABARELLI Men Black Laptop bag,28912.jpg,Laptop Bag,Black,Winter,40.0,4,fashionista,0.057185538,0,47
19947,Unisex,Accessories,Bags,2011.0,Casual,Nike Unisex Classic Base Black Backpack,19947.jpg,Laptop Bag,Black,Winter,53.0,6,budget,0.046947386,0,18
24884,Women,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Women Black Polo T-shirt,24884.jpg,Tops,Black,Summer,82.0,2,budget,0.3319765,0,3
11755,Women,Apparel,Topwear,2011.0,Casual,Lee Women Solid White Shirts,11755.jpg,Tshirts,White,Summer,69.0,1,color_lover,0.3299968,0,34
3150,Men,Footwear,Shoes,2010.0,Sports,Nike Men's Lunarswift Black Shoe,3150.jpg,Sports Shoes,Black,Summer,42.0,3,color_lover,0.14782721,0,63
35339,Women,Accessories,Jewellery,2016.0,Ethnic,Fabindia Women Anusuya Green Pendant,35339.jpg,Earrings,Silver,Summer,40.0,1,budget,0.526629,1,48
26801,Men,Apparel,Topwear,2015.0,Formal,Arrow Men Lavender Striped Shirt,26801.jpg,Shirts,Blue,Fall,74.0,3,budget,0.62211627,1,16
12405,Men,Accessories,Socks,2016.0,Formal,Reid & Taylor Men Stripes  Navy Blue Socks,12405.jpg,Socks,Grey,Summer,92.0,2,budget,0.2394207,0,43
34027,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Printed White T-shirt,34027.jpg,Tshirts,White,Summer,56.0,1,budget,0.35093415,0,91
17507,Men,Apparel,Topwear,2011.0,Casual,Classic Polo Men Stripes Black Polo T-Shirt,17507.jpg,Tshirts,Black,Fall,73.0,2,budget,0.6676901,1,29
47216,Men,Footwear,Sandal,2012.0,Casual,Franco Leone Men Brown Sandals,47216.jpg,Sandals,Brown,Summer,36.0,3,color_lover,0.25126976,0,92
31695,Women,Apparel,Topwear,2012.0,Ethnic,Folklore Women Printed Purple Kurta,31695.jpg,Kurtas,Multi,Summer,30.0,4,budget,0.06543816,0,45
46102,Men,Footwear,Shoes,2012.0,Casual,ADIDAS Men Green Lucent Shoes,46102.jpg,Casual Shoes,Red,Summer,38.0,6,fashionista,0.0094826855,0,5
56483,Women,Personal Care,Nails,2017.0,,Streetwear Brassy Brown Nail Polish # 67,56483.jpg,Nail Polish,Brown,Spring,73.0,1,color_lover,0.10225698,0,98
46726,Women,Personal Care,Fragrance,2017.0,Casual,Rasasi Women Hope Perfume,46726.jpg,Perfume and Body Mist,White,Spring,10.0,2,budget,0.5123466,1,36
34268,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Printed Purple Dupatta,34268.jpg,Dupatta,Brown,Fall,53.0,1,budget,0.4125547,0,23
26881,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Pink T-shirt,26881.jpg,Tshirts,Red,Summer,29.0,1,budget,0.5785299,1,92
39685,Men,Footwear,Shoes,2012.0,Casual,Lotto Men Black Shoes,39685.jpg,Casual Shoes,Black,Fall,27.0,1,budget,0.5460667,1,45
12159,Women,Apparel,Bottomwear,2011.0,Ethnic,Aurelia Women Solid Red Leggings,12159.jpg,Leggings,Red,Summer,73.0,4,color_lover,0.062078837,0,52
18534,Girls,Accessories,Watches,2016.0,Casual,Chhota Bheem Chutki Kids-Girls Pink Watch,18534.jpg,Watches,White,Winter,33.0,4,budget,0.036260575,0,94
15867,Unisex,Footwear,Shoes,2011.0,Casual,Warner Bros Kids Unisex SD Silly Shoe Silver Casual Shoes,15867.jpg,Sports Shoes,White,Fall,75.0,0,fashionista,0.2518574,0,98
42965,Men,Accessories,Wallets,2012.0,Casual,French Connection Men Black Wallet,42965.jpg,Wallets,Black,Summer,20.0,2,fashionista,0.39670303,0,59
56294,Women,Apparel,Innerwear,2017.0,Casual,Biara Women Rose  Bra,56294.jpg,Bra,Black,Summer,18.0,4,fashionista,0.040367793,0,96
2134,Men,Apparel,Topwear,2011.0,Casual,Basics Men Purple Slim Fit Checked Shirt,2134.jpg,Shirts,Red,Fall,42.0,5,color_lover,0.034130666,0,62
24297,Men,Accessories,Socks,2016.0,Casual,Quiksilver Men Grey Socks,24297.jpg,Socks,Grey,Summer,52.0,2,fashionista,0.094899006,0,84
51798,Women,Apparel,Loungewear and Nightwear,2016.0,Casual,Bwitch Golden Coloured Nightdress,51798.jpg,Nightdress,White,Summer,51.0,4,color_lover,0.0729726,0,31
35318,Women,Accessories,Jewellery,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,35318.jpg,Earrings,Silver,Summer,26.0,1,color_lover,0.15776989,0,86
6370,Men,Footwear,Shoes,2011.0,Casual,Numero Uno Men's Red Black Shoe,6370.jpg,Casual Shoes,Red,Summer,64.0,4,budget,0.11710719,0,32
13889,Women,Apparel,Topwear,2011.0,Casual,Scullers Women Check Blue Shirts,13889.jpg,Shirts,Blue,Summer,57.0,2,budget,0.30400932,0,66
58666,Women,Apparel,Topwear,2012.0,Ethnic,ALayna Women Navy Blue Kurta,58666.jpg,Kurtas,Red,Summer,37.0,1,fashionista,0.10243173,0,17
4025,Unisex,Footwear,Shoes,2011.0,Casual,ADIDAS Unisex High Can Red Black Shoe,4025.jpg,Casual Shoes,Red,Summer,27.0,2,fashionista,0.046394963,0,24
3350,Men,Apparel,Topwear,2011.0,Casual,Myntra Men's Work Hard/ Smart Navy Blue T-shirt,3350.jpg,Tshirts,Blue,Summer,38.0,2,fashionista,0.35477874,0,94
51495,Men,Apparel,Bottomwear,2012.0,Casual,Denizen Men Blue Jeans,51495.jpg,Jeans,Blue,Summer,57.0,4,fashionista,0.09556028,0,53
49749,Men,Accessories,Ties,2012.0,Casual,Park Avenue Men Brown Tie,49749.jpg,Ties,Black,Summer,53.0,4,budget,0.13823016,0,57
43465,Women,Apparel,Loungewear and Nightwear,2017.0,Casual,SDL by Sweet Dreams Women Pink Pyjama Set,43465.jpg,Tops,White,Summer,80.0,3,color_lover,0.38402665,0,66
29506,Women,Accessories,Watches,2016.0,Casual,Giordano Women White Dial Watch,29506.jpg,Watches,White,Winter,42.0,2,budget,0.23394153,0,45
18902,Unisex,Accessories,Headwear,2011.0,Casual,ADIDAS Originals Unisex Black Cap,18902.jpg,Caps,Black,Fall,71.0,1,budget,0.49746424,0,23
6307,Women,Apparel,Topwear,2011.0,Casual,UCB Women Basic Racerback Green Top,6307.jpg,Tshirts,Blue,Summer,37.0,7,fashionista,0.20233628,0,31
56615,Women,Personal Care,Makeup,2017.0,Casual,Streetwear Stay On Mineral Rose Swirl Blusher,56615.jpg,Highlighter and Blush,Rose,Spring,21.0,3,color_lover,0.034760118,0,46
30319,Men,Apparel,Topwear,2012.0,Casual,Myntra Men Feared Strom Drive Pink T-shirt,30319.jpg,Tshirts,White,Summer,16.0,2,fashionista,0.2926841,0,85
4005,Men,Footwear,Flip Flops,2011.0,Casual,Spalding Men's Yellow And Green With Graphic Flip Flop,4005.jpg,Flip Flops,Yellow,Summer,83.0,2,color_lover,0.32291895,0,22
7169,Men,Apparel,Topwear,2011.0,Casual,Scullers Men Scul Navy Blue Shirt,7169.jpg,Shirts,Grey,Summer,29.0,3,fashionista,0.052194837,0,65
41868,Men,Footwear,Sandal,2015.0,Casual,Estd. 1977 Men Turquoise Blue Sandals,41868.jpg,Heels,Brown,Winter,88.0,0,fashionista,0.0482842,0,26
36321,Boys,Apparel,Topwear,2012.0,Casual,Mr.Men Boys A Lot Of Work Blue T-shirt,36321.jpg,Tshirts,Blue,Summer,61.0,1,fashionista,0.3251592,0,1
26929,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Dark Grey Tunic,26929.jpg,Tops,Black,Summer,15.0,3,budget,0.2894024,0,89
4896,Women,Apparel,Topwear,2011.0,Casual,Levis Kids Girl's Diane Yellow Teens Kidswear,4896.jpg,Tops,Yellow,Summer,49.0,3,budget,0.29332846,0,16
40609,Women,Apparel,Topwear,2012.0,Ethnic,Span Women Floral Printed Pink Kurta,40609.jpg,Kurtas,Red,Summer,69.0,2,color_lover,0.39236382,0,32
58232,Men,Footwear,Flip Flops,2012.0,Casual,Nike Men Aquahype Red Flip Flops,58232.jpg,Flip Flops,Red,Summer,36.0,4,color_lover,0.32344452,0,8
19074,Women,Apparel,Topwear,2011.0,Ethnic,W Women Thread Work Off White Kurta,19074.jpg,Kurtas,Cream,Summer,47.0,3,color_lover,0.23057318,0,42
55591,Men,Apparel,Topwear,2012.0,Casual,Peter England Men Black Shirt,55591.jpg,Shirts,Black,Summer,60.0,1,fashionista,0.33654362,0,47
16953,Men,Accessories,Eyewear,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses,16953.jpg,Sunglasses,Black,Winter,21.0,4,color_lover,0.04375551,0,38
2553,Men,Footwear,Flip Flops,2011.0,Casual,Numero Uno Men's Casual Red Graphic Flip Flop,2553.jpg,Flip Flops,Red,Summer,19.0,2,fashionista,0.20438237,0,92
16154,Men,Footwear,Shoes,2011.0,Formal,Enroute Men Leather Black Formal Shoes,16154.jpg,Formal Shoes,Black,Winter,15.0,1,budget,0.43317658,0,41
20777,Women,Footwear,Shoes,2011.0,Casual,Carlton London Women Classy Gold Sandals,20777.jpg,Heels,Gold,Winter,74.0,2,budget,0.47580653,0,25
54739,Men,Footwear,Shoes,2012.0,Casual,Vans Men Grey Del Norte Canvas Shoes,54739.jpg,Casual Shoes,Grey,Summer,74.0,7,budget,0.032870796,0,98
54066,Men,Footwear,Shoes,2012.0,Casual,ADIDAS Men Olive Shoes,54066.jpg,Casual Shoes,White,Summer,67.0,3,color_lover,0.39433804,0,49
13151,Men,Apparel,Topwear,2011.0,Casual,Puma Men Jersey Blue Polo Tshirts,13151.jpg,Tshirts,Navy Blue,Summer,34.0,1,budget,0.5593285,1,24
17320,Men,Accessories,Eyewear,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,17320.jpg,Sunglasses,Black,Winter,67.0,4,color_lover,0.070001714,0,23
4792,Men,Apparel,Topwear,2011.0,Sports,ADIDAS Men's Dare Light Blue T-shirt,4792.jpg,Tshirts,White,Summer,63.0,2,color_lover,0.33963344,0,12
35412,Men,Footwear,Shoes,2012.0,Casual,Enroute Men Black Shoes,35412.jpg,Formal Shoes,Black,Summer,65.0,3,budget,0.54182875,1,59
40691,Men,Footwear,Shoes,2012.0,Formal,Numero Uno Men Black Shoes,40691.jpg,Formal Shoes,Black,Winter,43.0,2,budget,0.34789348,0,6
56640,Women,Apparel,Topwear,2012.0,Casual,Mumbai Slang Women Multi Coloured Tunic,56640.jpg,Kurtas,Blue,Summer,26.0,4,fashionista,0.01811678,0,56
51150,Men,Accessories,Socks,2016.0,Casual,Parx Men Black Socks,51150.jpg,Socks,Black,Summer,90.0,2,color_lover,0.14640892,0,35
19165,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Green T-shirt,19165.jpg,Tshirts,Green,Fall,64.0,4,color_lover,0.05391069,0,44
12429,Men,Footwear,Shoes,2011.0,Casual,Timberland Men Casual Brown Casual Shoes,12429.jpg,Casual Shoes,Brown,Fall,93.0,2,fashionista,0.047108233,0,19
48010,Men,Accessories,Watches,2016.0,Casual,Helix Men Blue Dial Watch,48010.jpg,Watches,Black,Winter,68.0,5,color_lover,0.011596509,0,64
22485,Women,Apparel,Topwear,2011.0,Ethnic,Global Desi Women Printed White Top,22485.jpg,Tops,White,Fall,34.0,2,budget,0.37396622,0,7
6804,Men,Footwear,Shoes,2011.0,Casual,Timberland Men's Driver Venetian Brown Shoe,6804.jpg,Casual Shoes,Brown,Winter,78.0,3,fashionista,0.032513596,0,15
52412,Women,Apparel,Loungewear and Nightwear,2015.0,Casual,Red Rose Pink Nightdress 9005,52412.jpg,Dresses,Pink,Summer,55.0,4,budget,0.04494083,0,13
37685,Unisex,Accessories,Bags,2012.0,Casual,American Tourister Unisex Black Backpack,37685.jpg,Backpacks,Black,Winter,34.0,0,color_lover,0.088866845,0,75
11032,Women,Apparel,Topwear,2011.0,Casual,Jealous 21 Women Check Blue Shirt,11032.jpg,Shirts,Red,Fall,50.0,3,color_lover,0.08060915,0,86
9005,Women,Accessories,Bags,2015.0,Casual,Murcia Women Silver Party Purse Silver Handbags,9005.jpg,Handbags,Black,Summer,33.0,6,budget,0.03591847,0,14
25441,Men,Footwear,Shoes,2012.0,Casual,Nike Men Elite Blue Shoes,25441.jpg,Casual Shoes,Blue,Fall,24.0,4,color_lover,0.10634819,0,91
17760,Men,Footwear,Shoes,2011.0,Formal,Buckaroo Men New Pampa Black Formal Shoe,17760.jpg,Formal Shoes,Black,Fall,62.0,1,color_lover,0.14643663,0,97
13162,Unisex,Accessories,Headwear,2011.0,Casual,Puma Unisex Unisex Cat Logo White Caps,13162.jpg,Caps,White,Fall,15.0,4,fashionista,0.099719636,0,65
15705,Men,Apparel,Bottomwear,2011.0,Sports,Nike Men Tennis Black Track Pants,15705.jpg,Track Pants,Black,Fall,79.0,4,color_lover,0.1694692,0,31
58104,Women,Accessories,Jewellery,2012.0,Casual,Rreverie Silver Ring,58104.jpg,Ring,Silver,Summer,48.0,4,color_lover,0.06370325,0,86
7063,Unisex,Accessories,Bags,2011.0,Sports,Nike Unisex Hayward 29 Blue Backpack,7063.jpg,Backpacks,Blue,Summer,12.0,4,fashionista,0.08339234,0,62
15817,Men,Apparel,Innerwear,2016.0,Casual,Facit Men Bicep Tee Olive Innerwear Vest,15817.jpg,Tshirts,Black,Summer,46.0,3,color_lover,0.14792979,0,85
38492,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Core Yellow T-shirt,38492.jpg,Tshirts,Yellow,Summer,33.0,5,fashionista,0.02715578,0,50
43513,Women,Apparel,Dress,2012.0,Casual,French Connection Women Orange Dress,43513.jpg,Kurtas,Red,Summer,50.0,2,budget,0.44454724,0,24
33912,Men,Accessories,Watches,2016.0,Casual,Citizen Men Black Dial Watch,33912.jpg,Watches,Black,Winter,38.0,2,budget,0.53707373,1,57
49299,Women,Accessories,Socks,2016.0,Casual,Arrow Women Pack Of 5 Socks,49299.jpg,Socks,Grey,Summer,50.0,1,color_lover,0.29844856,0,62
12702,Women,Footwear,Shoes,2011.0,Casual,Nike Women Capri White Casual Shoes,12702.jpg,Sports Shoes,White,Summer,35.0,2,color_lover,0.2811722,0,61
39375,Women,Accessories,Watches,2016.0,Casual,Helix Women Silver Dial Watch,39375.jpg,Watches,White,Winter,86.0,1,color_lover,0.11326631,0,21
7656,Men,Accessories,Socks,2016.0,Casual,Wrangler Men's Navy Ankle Length Socks,7656.jpg,Backpacks,Black,Fall,46.0,9,fashionista,0.014196389,0,57
52837,Women,Accessories,Jewellery,2012.0,Casual,Adrika Black Earrings,52837.jpg,Earrings,Gold,Winter,73.0,2,fashionista,0.058053546,0,57
29123,Men,Footwear,Shoes,2012.0,Sports,Puma Men Aquil White Sports Shoes,29123.jpg,Sports Shoes,White,Summer,16.0,0,color_lover,0.5310032,1,85
52633,Women,Accessories,Bags,2012.0,Casual,Mod-acc Women Grey Handbag,52633.jpg,Handbags,Green,Winter,62.0,3,color_lover,0.025156282,0,48
40576,Women,Apparel,Topwear,2012.0,Ethnic,W Women Maroon Kurta,40576.jpg,Kurtas,Black,Summer,80.0,3,color_lover,0.17331488,0,51
16841,Women,Accessories,Eyewear,2016.0,Casual,Idee Women Funky Eyewear Brown Sunglasses,16841.jpg,Sunglasses,Brown,Winter,63.0,2,color_lover,0.24779777,0,41
52132,Boys,Apparel,Topwear,2012.0,Casual,Doodle Boys White Striped T-Shirt,52132.jpg,Tshirts,Red,Summer,83.0,3,fashionista,0.1382576,0,69
12138,Women,Apparel,Topwear,2011.0,Ethnic,Aurelia Women Solid Green Kurtas,12138.jpg,Sweatshirts,Blue,Fall,64.0,2,fashionista,0.41299504,0,14
21762,Men,Accessories,Belts,2011.0,Casual,Fossil Men Mead Black Belt,21762.jpg,Belts,Brown,Summer,38.0,3,fashionista,0.043973994,0,53
43769,Women,Accessories,Jewellery,2012.0,Casual,Royal Diadem Purple Earrings,43769.jpg,Earrings,Gold,Summer,66.0,2,color_lover,0.31086376,0,59
17746,Men,Footwear,Shoes,2011.0,Sports,Puma Men Excitmo I FG White Sports Shoe,17746.jpg,Sports Shoes,White,Summer,83.0,7,budget,0.08658431,0,96
54165,Women,Accessories,Jewellery,2012.0,Casual,Femella Bronze Necklace,54165.jpg,Pendant,Gold,Winter,45.0,2,fashionista,0.08465164,0,7
1804,Men,Apparel,Bottomwear,2010.0,Sports,Kalenji Men Essential Baggy Black Shorts,1804.jpg,Shorts,Blue,Summer,90.0,5,budget,0.049539223,0,52
39659,Men,Footwear,Shoes,2012.0,Casual,Lotto Men Black Shoes,39659.jpg,Casual Shoes,Black,Summer,14.0,4,fashionista,0.023816869,0,59
14902,Women,Accessories,Wallets,2011.0,Casual,United Colors of Benetton Women Solid Black Wallets,14902.jpg,Wallets,Black,Summer,54.0,1,budget,0.4130069,0,4
49666,Men,Accessories,Eyewear,2016.0,Casual,United Colors of Benetton Men Sunglass,49666.jpg,Sunglasses,Black,Winter,53.0,1,budget,0.40546224,0,67
1528,Men,Apparel,Topwear,2010.0,Sports,Puma Men Ferrari Black Fleece Jacket,1528.jpg,Shirts,Blue,Fall,78.0,3,color_lover,0.050084453,0,5
17028,Men,Footwear,Flip Flops,2013.0,Casual,GAS Men Grey Pine Flip Flops,17028.jpg,Flip Flops,Blue,Fall,10.0,2,color_lover,0.105952375,0,95
49049,Women,Accessories,Jewellery,2012.0,Casual,Lucera Women Silver Ring,49049.jpg,Pendant,Silver,Summer,29.0,4,color_lover,0.32083178,0,93
40687,Men,Footwear,Shoes,2012.0,Casual,Numero Uno Men White Shoes,40687.jpg,Casual Shoes,White,Summer,33.0,1,color_lover,0.41998428,0,46
51412,Men,Apparel,Topwear,2012.0,Formal,Myntra Men Lavender Striped Shirt,51412.jpg,Shirts,Blue,Fall,74.0,3,fashionista,0.40553197,0,98
24188,Unisex,Footwear,Shoes,2012.0,Casual,Converse Unisex Chuck Taylor All Stars Red Casual Shoes,24188.jpg,Casual Shoes,Red,Summer,73.0,4,fashionista,0.0042035826,0,54
43922,Women,Apparel,Topwear,2012.0,Casual,Femella Women Blue Top,43922.jpg,Tshirts,Blue,Summer,73.0,4,budget,0.36962166,0,39
7119,Unisex,Accessories,Bags,2017.0,Casual,Wildcraft Unisex Olive Green Backpack,7119.jpg,Backpacks,Blue,Summer,49.0,3,color_lover,0.26365128,0,51
32191,Men,Footwear,Shoes,2012.0,Sports,ADIDAS Men Phantom Blue Sports Shoes,32191.jpg,Sports Shoes,White,Summer,52.0,3,fashionista,0.06296381,0,15
54699,Women,Apparel,Topwear,2012.0,Ethnic,Shree Women Blue and White Printed Kurta,54699.jpg,Kurtas,Green,Summer,60.0,3,budget,0.38572156,0,12
16081,Women,Accessories,Eyewear,2016.0,Casual,Mayhem Women Gradient Sunglasses MAYS-9003-202,16081.jpg,Sunglasses,Black,Winter,86.0,2,budget,0.16198255,0,29
10692,Men,Apparel,Topwear,2011.0,Casual,Doodle Boy Casual Red Tshirts,10692.jpg,Tshirts,Red,Summer,32.0,5,color_lover,0.14389199,0,18
9900,Men,Apparel,Bottomwear,2011.0,Casual,Spykar Men Actif Fit Low Waist Blue Jeans,9900.jpg,Jeans,Blue,Summer,10.0,5,color_lover,0.09673558,0,16
32263,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Printed Orange Tunic,32263.jpg,Kurtas,Orange,Fall,11.0,3,color_lover,0.06489838,0,62
56663,Men,Footwear,Shoes,2012.0,Casual,United Colors of Benetton Men Brown Shoes,56663.jpg,Formal Shoes,Brown,Winter,35.0,0,color_lover,0.25136703,0,18
27298,Women,Apparel,Topwear,2011.0,Ethnic,Mother Earth Women Printed Green Kurta,27298.jpg,Kurtas,Green,Fall,39.0,0,color_lover,0.07152753,0,91
24074,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Beige Shoes,24074.jpg,Flats,Black,Summer,37.0,1,budget,0.44639066,0,57
8819,Men,Apparel,Topwear,2011.0,Casual,Spykar Men Ranger Solid Navy Blue Shirts,8819.jpg,Tshirts,Navy Blue,Fall,31.0,3,budget,0.7017659,1,54
13335,Women,Apparel,Topwear,2011.0,Casual,Gini and Jony Kids Girls Printed Pink Tops,13335.jpg,Tops,Red,Summer,49.0,7,budget,0.012265942,0,89
28814,Men,Apparel,Bottomwear,2012.0,Casual,Denizen Men Blue Jeans,28814.jpg,Jeans,Blue,Fall,74.0,3,fashionista,0.213412,0,89
51802,Women,Apparel,Loungewear and Nightwear,2016.0,Casual,Bwitch  Navy Blue  Nightdress,51802.jpg,Tops,Black,Summer,54.0,7,fashionista,0.10336009,0,61
43992,Women,Personal Care,Fragrance,2017.0,Casual,Police Women Passion Eau De Toilette Natural Spray,43992.jpg,Perfume and Body Mist,Red,Spring,58.0,1,budget,0.2779707,0,22
8930,Men,Accessories,Wallets,2011.0,Casual,Puma Men Originals Billfold Black Wallet,8930.jpg,Wallets,Black,Summer,36.0,4,color_lover,0.45483315,0,8
40606,Women,Apparel,Topwear,2012.0,Ethnic,Span Women Purple Kurta,40606.jpg,Tops,Green,Summer,72.0,1,budget,0.48475546,0,11
10160,Men,Footwear,Shoes,2011.0,Casual,Puma Men 917 Lo Paint Splatter White Casual Shoes,10160.jpg,Casual Shoes,White,Summer,55.0,3,budget,0.37862295,0,0
56496,Women,Personal Care,Nails,2017.0,,Streetwear Quick Dry Girly Pink Nail Polish 09,56496.jpg,Nail Polish,Pink,Spring,48.0,4,fashionista,0.019504096,0,57
40993,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Pink Striped Top,40993.jpg,Tshirts,White,Summer,80.0,2,color_lover,0.46771094,0,0
22255,Women,Footwear,Shoes,2012.0,Casual,Inc. 5 Women Casual Green Flats,22255.jpg,Flip Flops,Blue,Summer,71.0,3,color_lover,0.27105564,0,33
