id,gender,masterCategory,subCategory,year,usage,productDisplayName,filename,articleType,baseColour,season
37685,Unisex,Accessories,Bags,2012.0,Casual,American Tourister Unisex Black Backpack,37685.jpg,Backpacks,Black,Winter
11032,Women,Apparel,Topwear,2011.0,Casual,Jealous 21 Women Check Blue Shirt,11032.jpg,Shirts,Red,Fall
9005,Women,Accessories,Bags,2015.0,Casual,Murcia Women Silver Party Purse Silver Handbags,9005.jpg,Handbags,Black,Summer
25441,Men,Footwear,Shoes,2012.0,Casual,Nike Men Elite Blue Shoes,25441.jpg,Casual Shoes,Blue,Fall
17760,Men,Footwear,Shoes,2011.0,Formal,Buckaroo Men New Pampa Black Formal Shoe,17760.jpg,Formal Shoes,Black,Fall
13162,Unisex,Accessories,Headwear,2011.0,Casual,Puma Unisex Unisex Cat Logo White Caps,13162.jpg,Caps,White,Fall
15705,Men,Apparel,Bottomwear,2011.0,Sports,Nike Men Tennis Black Track Pants,15705.jpg,Track Pants,Black,Fall
58104,Women,Accessories,Jewellery,2012.0,Casual,Rreverie Silver Ring,58104.jpg,Ring,Silver,Summer
7063,Unisex,Accessories,Bags,2011.0,Sports,Nike Unisex Hayward 29 Blue Backpack,7063.jpg,Backpacks,Blue,Summer
15817,Men,Apparel,Innerwear,2016.0,Casual,Facit Men Bicep Tee Olive Innerwear Vest,15817.jpg,Tshirts,Black,Summer
38492,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Core Yellow T-shirt,38492.jpg,Tshirts,Yellow,Summer
43513,Women,Apparel,Dress,2012.0,Casual,French Connection Women Orange Dress,43513.jpg,Kurtas,Red,Summer
33912,Men,Accessories,Watches,2016.0,Casual,Citizen Men Black Dial Watch,33912.jpg,Watches,Black,Winter
49299,Women,Accessories,Socks,2016.0,Casual,Arrow Women Pack Of 5 Socks,49299.jpg,Socks,Grey,Summer
12702,Women,Footwear,Shoes,2011.0,Casual,Nike Women Capri White Casual Shoes,12702.jpg,Sports Shoes,White,Summer
39375,Women,Accessories,Watches,2016.0,Casual,Helix Women Silver Dial Watch,39375.jpg,Watches,White,Winter
7656,Men,Accessories,Socks,2016.0,Casual,Wrangler Men's Navy Ankle Length Socks,7656.jpg,Backpacks,Black,Fall
52837,Women,Accessories,Jewellery,2012.0,Casual,Adrika Black Earrings,52837.jpg,Earrings,Gold,Winter
29123,Men,Footwear,Shoes,2012.0,Sports,Puma Men Aquil White Sports Shoes,29123.jpg,Sports Shoes,White,Summer
52633,Women,Accessories,Bags,2012.0,Casual,Mod-acc Women Grey Handbag,52633.jpg,Handbags,Green,Winter
40576,Women,Apparel,Topwear,2012.0,Ethnic,W Women Maroon Kurta,40576.jpg,Kurtas,Black,Summer
16841,Women,Accessories,Eyewear,2016.0,Casual,Idee Women Funky Eyewear Brown Sunglasses,16841.jpg,Sunglasses,Brown,Winter
52132,Boys,Apparel,Topwear,2012.0,Casual,Doodle Boys White Striped T-Shirt,52132.jpg,Tshirts,Red,Summer
12138,Women,Apparel,Topwear,2011.0,Ethnic,Aurelia Women Solid Green Kurtas,12138.jpg,Sweatshirts,Blue,Fall
21762,Men,Accessories,Belts,2011.0,Casual,Fossil Men Mead Black Belt,21762.jpg,Belts,Brown,Summer
43769,Women,Accessories,Jewellery,2012.0,Casual,Royal Diadem Purple Earrings,43769.jpg,Earrings,Gold,Summer
17746,Men,Footwear,Shoes,2011.0,Sports,Puma Men Excitmo I FG White Sports Shoe,17746.jpg,Sports Shoes,White,Summer
54165,Women,Accessories,Jewellery,2012.0,Casual,Femella Bronze Necklace,54165.jpg,Pendant,Gold,Winter
1804,Men,Apparel,Bottomwear,2010.0,Sports,Kalenji Men Essential Baggy Black Shorts,1804.jpg,Shorts,Blue,Summer
39659,Men,Footwear,Shoes,2012.0,Casual,Lotto Men Black Shoes,39659.jpg,Casual Shoes,Black,Summer
14902,Women,Accessories,Wallets,2011.0,Casual,United Colors of Benetton Women Solid Black Wallets,14902.jpg,Wallets,Black,Summer
49666,Men,Accessories,Eyewear,2016.0,Casual,United Colors of Benetton Men Sunglass,49666.jpg,Sunglasses,Black,Winter
1528,Men,Apparel,Topwear,2010.0,Sports,Puma Men Ferrari Black Fleece Jacket,1528.jpg,Shirts,Blue,Fall
17028,Men,Footwear,Flip Flops,2013.0,Casual,GAS Men Grey Pine Flip Flops,17028.jpg,Flip Flops,Blue,Fall
49049,Women,Accessories,Jewellery,2012.0,Casual,Lucera Women Silver Ring,49049.jpg,Pendant,Silver,Summer
40687,Men,Footwear,Shoes,2012.0,Casual,Numero Uno Men White Shoes,40687.jpg,Casual Shoes,White,Summer
51412,Men,Apparel,Topwear,2012.0,Formal,Myntra Men Lavender Striped Shirt,51412.jpg,Shirts,Blue,Fall
24188,Unisex,Footwear,Shoes,2012.0,Casual,Converse Unisex Chuck Taylor All Stars Red Casual Shoes,24188.jpg,Casual Shoes,Red,Summer
43922,Women,Apparel,Topwear,2012.0,Casual,Femella Women Blue Top,43922.jpg,Tshirts,Blue,Summer
7119,Unisex,Accessories,Bags,2017.0,Casual,Wildcraft Unisex Olive Green Backpack,7119.jpg,Backpacks,Blue,Summer
32191,Men,Footwear,Shoes,2012.0,Sports,ADIDAS Men Phantom Blue Sports Shoes,32191.jpg,Sports Shoes,White,Summer
54699,Women,Apparel,Topwear,2012.0,Ethnic,Shree Women Blue and White Printed Kurta,54699.jpg,Kurtas,Green,Summer
16081,Women,Accessories,Eyewear,2016.0,Casual,Mayhem Women Gradient Sunglasses MAYS-9003-202,16081.jpg,Sunglasses,Black,Winter
10692,Men,Apparel,Topwear,2011.0,Casual,Doodle Boy Casual Red Tshirts,10692.jpg,Tshirts,Red,Summer
9900,Men,Apparel,Bottomwear,2011.0,Casual,Spykar Men Actif Fit Low Waist Blue Jeans,9900.jpg,Jeans,Blue,Summer
32263,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Printed Orange Tunic,32263.jpg,Kurtas,Orange,Fall
56663,Men,Footwear,Shoes,2012.0,Casual,United Colors of Benetton Men Brown Shoes,56663.jpg,Formal Shoes,Brown,Winter
27298,Women,Apparel,Topwear,2011.0,Ethnic,Mother Earth Women Printed Green Kurta,27298.jpg,Kurtas,Green,Fall
24074,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Beige Shoes,24074.jpg,Flats,Black,Summer
8819,Men,Apparel,Topwear,2011.0,Casual,Spykar Men Ranger Solid Navy Blue Shirts,8819.jpg,Tshirts,Navy Blue,Fall
13335,Women,Apparel,Topwear,2011.0,Casual,Gini and Jony Kids Girls Printed Pink Tops,13335.jpg,Tops,Red,Summer
28814,Men,Apparel,Bottomwear,2012.0,Casual,Denizen Men Blue Jeans,28814.jpg,Jeans,Blue,Fall
51802,Women,Apparel,Loungewear and Nightwear,2016.0,Casual,Bwitch  Navy Blue  Nightdress,51802.jpg,Tops,Black,Summer
43992,Women,Personal Care,Fragrance,2017.0,Casual,Police Women Passion Eau De Toilette Natural Spray,43992.jpg,Perfume and Body Mist,Red,Spring
8930,Men,Accessories,Wallets,2011.0,Casual,Puma Men Originals Billfold Black Wallet,8930.jpg,Wallets,Black,Summer
40606,Women,Apparel,Topwear,2012.0,Ethnic,Span Women Purple Kurta,40606.jpg,Tops,Green,Summer
10160,Men,Footwear,Shoes,2011.0,Casual,Puma Men 917 Lo Paint Splatter White Casual Shoes,10160.jpg,Casual Shoes,White,Summer
56496,Women,Personal Care,Nails,2017.0,,Streetwear Quick Dry Girly Pink Nail Polish 09,56496.jpg,Nail Polish,Pink,Spring
40993,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Pink Striped Top,40993.jpg,Tshirts,White,Summer
22255,Women,Footwear,Shoes,2012.0,Casual,Inc. 5 Women Casual Green Flats,22255.jpg,Flip Flops,Blue,Summer
53466,Women,Apparel,Innerwear,2018.0,Casual,Amante Maroon Full-Coverage Lace Bra BCLC12,53466.jpg,Bra,Black,Summer
49288,Men,Accessories,Socks,2016.0,Casual,Arrow Men Pack of 5 Socks,49288.jpg,Socks,Black,Summer
11684,Men,Apparel,Topwear,2011.0,Casual,Lee Men Striped Shirt,11684.jpg,Tshirts,White,Summer
41661,Men,Apparel,Topwear,2012.0,Formal,Mark Taylor Men Blue Striped Shirt,41661.jpg,Shirts,Blue,Fall
23309,Women,Apparel,Topwear,2011.0,Ethnic,W Women Black Kurta,23309.jpg,Tops,Black,Fall
19975,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Red Polo TShirt,19975.jpg,Tshirts,Red,Fall
42915,Women,Accessories,Belts,2012.0,Casual,French Connection Women Grey Belt,42915.jpg,Belts,Brown,Summer
21470,Women,Footwear,Flip Flops,2012.0,Casual,Roxy Women Bamboo Grey Flip Flops,21470.jpg,Flip Flops,Black,Summer
3432,Men,Apparel,Topwear,2011.0,Casual,Myntra Men's Everyone Entitled Black T-shirt,3432.jpg,Tshirts,Blue,Summer
37969,Women,Footwear,Shoes,2012.0,Casual,Clarks Women Taupe Heels,37969.jpg,Heels,Brown,Winter
37848,Men,Accessories,Wallets,2012.0,Casual,Hidekraft Men Black Wallet,37848.jpg,Wallets,Black,Summer
12542,Women,Apparel,Topwear,2011.0,Casual,Tantra Women Blue Printed T-shirt,12542.jpg,Tshirts,Blue,Summer
17191,Men,Apparel,Topwear,2016.0,Casual,U.S. Polo Assn. Men Checks  Blue Shirt,17191.jpg,Shirts,Blue,Fall
46046,Women,Accessories,Jewellery,2016.0,Casual,Estelle Women Gold Earrings,46046.jpg,Earrings,Gold,Summer
27331,Women,Personal Care,Perfumes,2017.0,Casual,Jovan Women Black Musk Perfume,27331.jpg,Perfume and Body Mist,Gold,Spring
14792,Women,Accessories,Bags,2011.0,Casual,United Colors of Benetton Women Solid Beige Handbags,14792.jpg,Handbags,Beige,Summer
28615,Men,Apparel,Topwear,2012.0,Sports,Nike Men Black T-shirt,28615.jpg,Tshirts,Black,Summer
56980,Women,Footwear,Shoes,2012.0,Casual,HM Women Magenta Sandals,56980.jpg,Flip Flops,Black,Winter
20934,Men,Accessories,Bags,2016.0,Casual,Fastrack Men Navy Blue Backpack,20934.jpg,Backpacks,Black,Fall
2694,Boys,Apparel,Topwear,2011.0,Casual,Disney Kids Boy's Red Twofur Layered Kidswear,2694.jpg,Tshirts,Red,Summer
36835,Men,Footwear,Shoes,2012.0,Sports,Nike Men Lunarglide Grey Sports Shoes,36835.jpg,Sports Shoes,Black,Summer
53835,Women,Apparel,Topwear,2012.0,Ethnic,Vishudh Women Blue Printed Kurta,53835.jpg,Kurtas,Blue,Summer
4784,Women,Apparel,Topwear,2011.0,Sports,ADIDAS Women's V Neck With Crystal Purple T-shirt,4784.jpg,Tshirts,Pink,Summer
13562,Women,Footwear,Shoes,2013.0,Casual,Carlton London Women Casual Purple Flats,13562.jpg,Sandals,Brown,Fall
17493,Men,Footwear,Flip Flops,2011.0,Casual,Puma Men Red Winglet II Flip Flops,17493.jpg,Flip Flops,Red,Fall
3426,Men,Apparel,Topwear,2011.0,Casual,Myntra Mens Request denied T-shirt,3426.jpg,Tshirts,Black,Summer
35331,Women,Accessories,Jewellery,2016.0,Ethnic,Fabindia Women Silver Anusuya Earrings,35331.jpg,Earrings,Silver,Fall
37884,Unisex,Accessories,Socks,2016.0,Casual,Happy Socks Unisex Black Socks,37884.jpg,Socks,Black,Summer
57099,Women,Apparel,Bottomwear,2012.0,Casual,Elle Women Purple Capris,57099.jpg,Dresses,Blue,Summer
19666,Women,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Women Solid Grey Top,19666.jpg,Tshirts,Grey,Fall
1927,Unisex,Accessories,Bags,2011.0,Sports,Domyos Navy Blue Bag,1927.jpg,Backpacks,Blue,Summer
46480,Women,Accessories,Watches,2016.0,Casual,Timex Women Steel Watch,46480.jpg,Watches,Silver,Winter
34068,Women,Footwear,Shoes,2012.0,Formal,Clarks Women Cash Box Leather Black Heeled Shoes,34068.jpg,Heels,Black,Winter
3880,Men,Apparel,Topwear,2011.0,Casual,Wrangler Men's Burnt Out Grey T-shirt,3880.jpg,Tshirts,Green,Summer
7134,Men,Apparel,Bottomwear,2011.0,Casual,Urban Yoga Men Bottom Navy Yoga Pants,7134.jpg,Track Pants,Blue,Fall
30084,Men,Free Items,Free Gifts,2016.0,Casual,Ed Hardy Men Black & Green Dial Watch,30084.jpg,Watches,Black,Winter
31017,Men,Apparel,Topwear,2012.0,Formal,Arrow Men White Striped Shirt,31017.jpg,Shirts,White,Summer
2587,Women,Apparel,Topwear,2011.0,Casual,Quechua Women's Blue T-shirt,2587.jpg,Tshirts,Blue,Summer
32459,Men,Apparel,Topwear,2012.0,Casual,ADIDAS Men Tank Green T-shirt,32459.jpg,Tshirts,Green,Summer
3489,Men,Footwear,Shoes,2011.0,Casual,ADIDAS Men's Jawpaw Blue Shoe,3489.jpg,Sports Shoes,Blue,Summer
26875,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Pink Printed T-shirt,26875.jpg,Tops,White,Summer
8121,Men,Accessories,Belts,2016.0,Casual,Fastrack Men Brown Belt,8121.jpg,Belts,Brown,Summer
57483,Men,Footwear,Shoes,2012.0,Casual,ID Men Navy Blue Casual Shoes,57483.jpg,Casual Shoes,White,Summer
53734,Men,Footwear,Shoes,2012.0,Casual,Puma Men Grey Vintage Ferrari Shoes,53734.jpg,Casual Shoes,Black,Fall
59975,Women,Apparel,Dress,2012.0,Casual,Avirate Black & Purple Dress,59975.jpg,Dresses,Black,Summer
11665,Women,Apparel,Topwear,2011.0,Casual,Lee Women Printed Blue Tshirts,11665.jpg,Tshirts,Blue,Summer
11096,Women,Apparel,Topwear,2011.0,Casual,Scullers Women Stripes Purple Sweaters,11096.jpg,Sweaters,Green,Fall
40197,Women,Apparel,Topwear,2012.0,Ethnic,Mumbai Slang Women Peach Kurti,40197.jpg,Tops,Green,Summer
9774,Men,Apparel,Topwear,2011.0,Casual,ADIDAS Men Co Graphic White Tshirts,9774.jpg,Tshirts,White,Summer
22742,Women,Apparel,Topwear,2011.0,Ethnic,BIBA Women Printed Red Kurta,22742.jpg,Kurtas,Red,Fall
57330,Women,Apparel,Innerwear,2015.0,Casual,Amante Cream-Coloured Demi-Cup Balconette Bra BCPP01,57330.jpg,Bra,White,Summer
54050,Women,Apparel,Bottomwear,2012.0,Casual,Myntra Women Black Jeggings,54050.jpg,Jeans,Multi,Summer
11371,Men,Apparel,Topwear,2011.0,Casual,United Colors Of Benetton Men Summer Black Shirts,11371.jpg,Tshirts,Black,Fall
37887,Unisex,Accessories,Socks,2016.0,Casual,Happy Socks Unisex Red Socks,37887.jpg,Socks,Multi,Summer
17004,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Brown Ballerinas,17004.jpg,Casual Shoes,Black,Winter
3728,Women,Apparel,Topwear,2011.0,Sports,Mumbai Indians Womens Match Jersey,3728.jpg,Tshirts,Blue,Summer
33998,Women,Apparel,Bottomwear,2012.0,Casual,Femella Women Blue Leggings,33998.jpg,Leggings,Blue,Summer
41563,Women,Apparel,Dress,2012.0,Casual,AND Women Grey Dress,41563.jpg,Kurtas,Black,Summer
31185,Men,Accessories,Accessories,2015.0,Casual,Cabarelli Men Accessory Gift Set,31185.jpg,Accessory Gift Set,Black,Summer
6482,Men,Apparel,Topwear,2011.0,Casual,ADIDAS Men's Strip Polo Black Green T-shirt,6482.jpg,Tshirts,Green,Summer
17550,Men,Apparel,Topwear,2011.0,Formal,Mark Taylor Men Red & White Striped Shirt,17550.jpg,Shirts,White,Fall
39592,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Yellow Wedges,39592.jpg,Heels,Brown,Summer
18555,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Casual Brown Flats,18555.jpg,Heels,Brown,Winter
56375,Men,Personal Care,Fragrance,2017.0,Casual,dunhill Men Pure Deoorant Stick,56375.jpg,Perfume and Body Mist,White,Spring
21166,Women,Apparel,Topwear,2011.0,Casual,s.Oliver Women Solid Black Top,21166.jpg,Shirts,Black,Fall
46637,Women,Personal Care,Fragrance,2017.0,Casual,Rasasi Women Feelings Deo,46637.jpg,Deodorant,Blue,Spring
28263,Men,Personal Care,Fragrance,2017.0,Casual,Gatsby Men Aqua Deo,28263.jpg,Deodorant,Blue,Spring
36457,Men,Footwear,Shoes,2013.0,Sports,Spinn Men Temptation Grey Sport Shoes,36457.jpg,Casual Shoes,Grey,Fall
18058,Women,Accessories,Wallets,2015.0,Casual,Lino Perros Women Solid Purple Wallet,18058.jpg,Wallets,Black,Summer
45710,Women,Personal Care,Fragrance,2017.0,Casual,Paris Hilton Just Me Women Perfume,45710.jpg,Perfume and Body Mist,White,Spring
22578,Men,Apparel,Topwear,2011.0,Casual,Highlander Men Check Grey Shirt,22578.jpg,Shirts,Blue,Fall
22877,Men,Footwear,Shoes,2012.0,Casual,Woodland Men Olive Casual Shoes,22877.jpg,Casual Shoes,Brown,Summer
7884,Men,Apparel,Bottomwear,2011.0,Casual,Proline Men Black Track Pants,7884.jpg,Trousers,Blue,Fall
11583,Women,Apparel,Topwear,2011.0,Ethnic,W Women Printed White Kurtas,11583.jpg,Kurtas,White,Summer
40991,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Milan Yellow Top,40991.jpg,Tops,Yellow,Summer
8113,Men,Accessories,Belts,2016.0,Casual,Fastrack Men Coffee Canvas Beige Stiches Belt,8113.jpg,Belts,Brown,Summer
54612,Men,Apparel,Innerwear,2016.0,Casual,Jockey ELANCE Men White Briefs 1009,54612.jpg,Briefs,White,Summer
18345,Men,Accessories,Socks,2011.0,Casual,Fila Men Ankel White Socks,18345.jpg,Socks,White,Summer
41030,Men,Accessories,Watches,2016.0,Casual,Nautica Men Silver Dial Watch,41030.jpg,Watches,White,Winter
30601,Men,Apparel,Topwear,2012.0,Sports,Nike Men Sports Reversible Black T-shirt,30601.jpg,Tshirts,Red,Summer
40128,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Roseatte Orange Top,40128.jpg,Tops,White,Summer
24515,Women,Apparel,Topwear,2011.0,Ethnic,Mother Earth Women Orange Printed Kurta,24515.jpg,Kurtas,Red,Fall
28496,Men,Apparel,Bottomwear,2012.0,Casual,Urban Yoga Men Solid Grey Track Pants,28496.jpg,Track Pants,Blue,Summer
50429,Unisex,Accessories,Accessories,2012.0,Casual,Lino Perros Unisex Blue Satchel,50429.jpg,Handbags,Black,Summer
59641,Women,Apparel,Saree,2012.0,Ethnic,FNF Orange & Cream Collection For Wedding Sari,59641.jpg,Sarees,Pink,Fall
30255,Men,Footwear,Shoes,2018.0,Casual,Red Tape Men Black Shoes,30255.jpg,Formal Shoes,Black,Summer
28010,Men,Apparel,Innerwear,2016.0,Casual,Jockey ZONE Men Grey Modern Trunks US19,28010.jpg,Briefs,Black,Summer
29063,Unisex,Footwear,Shoes,2011.0,Casual,Converse Unisex Navy Blue White Casual Shoes,29063.jpg,Casual Shoes,Black,Summer
7686,Men,Apparel,Topwear,2011.0,Sports,Puma Men Alonso Track Red Ferrari Jacket,7686.jpg,Sweatshirts,Red,Fall
59923,Women,Apparel,Topwear,2012.0,Ethnic,Diva Women Cream Kurta,59923.jpg,Kurtas,White,Summer
50632,Men,Apparel,Innerwear,2016.0,Casual,Chromozome Men Grey & Black Trunks,50632.jpg,Trunk,Navy Blue,Summer
42046,Women,Accessories,Wallets,2013.0,Casual,Bulchee Women Black Long Envelope Wallet,42046.jpg,Wallets,Black,Summer
44906,Men,Apparel,Bottomwear,2012.0,Casual,Puma Men White 3/4 Length Pants,44906.jpg,Lounge Pants,White,Summer
42718,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Brown Sandals,42718.jpg,Heels,Brown,Summer
13522,Women,Apparel,Topwear,2011.0,Casual,Jealous 21 Women Solid Green Tops,13522.jpg,Tops,Black,Fall
29964,Men,Accessories,Eyewear,2016.0,Casual,Cat Men Sheet Sunglasses,29964.jpg,Sunglasses,Black,Winter
55429,Women,Personal Care,Lips,2017.0,Casual,Revlon MoistureStay Dusk Lipcolor 11,55429.jpg,Lip Gloss,Pink,Spring
55211,Women,Personal Care,Lips,2017.0,Casual,Lakme Lip Love Haze Lipstick,55211.jpg,Lipstick,Red,Spring
3100,Men,Apparel,Topwear,2011.0,Casual,Probase Men's Spirit Blue T-shirt,3100.jpg,Tshirts,Blue,Summer
14779,Men,Apparel,Topwear,2011.0,Formal,Arrow Men Stripes Green Shirts,14779.jpg,Shirts,Blue,Fall
28111,Men,Apparel,Innerwear,2016.0,Casual,Jockey MODERN CLASSIC Men white Boxer 8009,28111.jpg,Trunk,White,Summer
42820,Women,Apparel,Innerwear,2012.0,Casual,Little Miss Intimates Women Blue Brief,42820.jpg,Briefs,Blue,Summer
52473,Women,Apparel,Loungewear and Nightwear,2017.0,Casual,Red Rose Women Pink & White Bath Robes,52473.jpg,Bath Robe,Pink,Summer
17829,Men,Footwear,Shoes,2011.0,Sports,Nike Men Dual Fusion ST 2 White Sports Shoe,17829.jpg,Sports Shoes,White,Fall
7128,Women,Apparel,Bottomwear,2011.0,Casual,Urban Yoga Women Bottom Black Track Pant,7128.jpg,Track Pants,Black,Summer
12367,Men,Apparel,Topwear,2011.0,Formal,Reid & Taylor Men White Shirt,12367.jpg,Shirts,White,Summer
43041,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Pink Top,43041.jpg,Tops,White,Summer
18799,Unisex,Accessories,Bags,2010.0,Casual,Peter England Unisex Casual Khakhi Bag,18799.jpg,Handbags,Blue,Summer
21989,Women,Accessories,Bags,2015.0,Casual,Murcia Women Leatherette Pink Handbag,21989.jpg,Handbags,Red,Summer
13203,Men,Footwear,Shoes,2011.0,Sports,ASICS Men Gel Cumulus Running Grey Sports Shoes,13203.jpg,Sports Shoes,White,Fall
6717,Men,Apparel,Topwear,2011.0,Casual,Locomotive Men's Ribbed Neck Blue T-shirt,6717.jpg,Tshirts,Blue,Summer
30709,Women,Accessories,Bags,2012.0,Ethnic,Fabindia Red Silk Sling Purse,30709.jpg,Handbags,Red,Fall
58270,Women,Accessories,Bags,2012.0,Casual,Baggit Women Gold Clutch,58270.jpg,Wallets,Grey,Summer
26589,Men,Footwear,Shoes,2012.0,Sports,Puma Men Powercat Black Sports Shoes,26589.jpg,Sports Shoes,Black,Summer
19277,Women,Accessories,Watches,2016.0,Casual,Guess Women Candy Pop Black Watch,19277.jpg,Watches,Black,Winter
18944,Men,Accessories,Socks,2016.0,Casual,Levis Men Scottish Stripes Flat Knit Pack of 3 Socks,18944.jpg,Socks,Black,Summer
50688,Men,Apparel,Innerwear,2016.0,Casual,Chromozome Men White Trunks,50688.jpg,Briefs,White,Summer
6617,Men,Apparel,Topwear,2011.0,Casual,Spykar Men Black and white Check Shirt,6617.jpg,Shirts,Black,Summer
8243,Women,Accessories,Bags,2016.0,Casual,Fastrack Women Yellow Sling Bag,8243.jpg,Handbags,Gold,Summer
49640,Women,Apparel,Topwear,2012.0,Casual,Mineral Women Turquoise Blue Top,49640.jpg,Tops,Blue,Summer
19879,Women,Footwear,Flip Flops,2011.0,Casual,ADIDAS Women Psychedlic White Flip Flops,19879.jpg,Flip Flops,White,Summer
25937,Women,Accessories,Scarves,2012.0,Casual,Femella Women Blue Scarf,25937.jpg,Scarves,Blue,Fall
45358,Women,Footwear,Shoes,2016.0,Casual,Cobblerz Women Brown Sandals,45358.jpg,Heels,Brown,Winter
18872,Men,Footwear,Shoes,2012.0,Formal,Franco Leone Men Formal Black Shoes,18872.jpg,Formal Shoes,Black,Summer
11565,Women,Apparel,Topwear,2011.0,Ethnic,W Women Printed Green Kurtas,11565.jpg,Kurtas,White,Summer
13315,Men,Apparel,Topwear,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts,13315.jpg,Shirts,White,Summer
45269,Men,Accessories,Watches,2017.0,Casual,CASIO Youth Series Digital Men Black Small Dial Digital Watch W-210-1CVDF I065,45269.jpg,Watches,Black,Winter
29200,Men,Accessories,Socks,2012.0,Sports,Fila Men Navy Blue Socks,29200.jpg,Socks,Black,Summer
48110,Women,Apparel,Bottomwear,2012.0,Casual,French Connection Women Red Shorts,48110.jpg,Trousers,Red,Summer
30200,Unisex,Accessories,Bags,2012.0,Casual,Nike Unisex Casual Blue Backpack,30200.jpg,Backpacks,Black,Winter
9868,Men,Apparel,Topwear,2011.0,Casual,Status Quo Men Navy Blue Polo Tshirts,9868.jpg,Tshirts,Black,Fall
16994,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Casual Black Heels,16994.jpg,Heels,Black,Summer
40316,Men,Footwear,Shoes,2012.0,Casual,ADIDAS Men Black Zeitfrei Shoes,40316.jpg,Casual Shoes,Black,Summer
29053,Men,Apparel,Topwear,2012.0,Casual,ADIDAS Men Junkie White T-shirt,29053.jpg,Tshirts,White,Fall
11376,Women,Apparel,Topwear,2011.0,Casual,United Colors Of Benetton Women Light Winter Grey Tops,11376.jpg,Shirts,Blue,Fall
33451,Women,Accessories,Wallets,2012.0,Casual,Baggit Women Temptation Moly Red Wallet,33451.jpg,Wallets,Brown,Summer
19641,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Solid Black Sweatshirt,19641.jpg,Sweatshirts,Black,Fall
10604,Unisex,Accessories,Headwear,2011.0,Sports,Nike Unisex Tennis Red Caps,10604.jpg,Caps,Red,Summer
57165,Women,Apparel,Topwear,2012.0,Casual,Elle Women Magenta Clash Top,57165.jpg,Tops,Black,Summer
28928,Men,Apparel,Topwear,2012.0,Casual,Mr. Men Printed Charcoal T-shirt,28928.jpg,Tshirts,Grey,Summer
20154,Men,Apparel,Topwear,2011.0,Casual,Wrangler Men Tylor Navy Blue Shirt,20154.jpg,Shirts,Navy Blue,Fall
19682,Women,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Women Purple Sweatshirt,19682.jpg,Tshirts,Black,Fall
40135,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Aviator White T-shirt,40135.jpg,Tshirts,White,Summer
17927,Men,Apparel,Bottomwear,2011.0,Sports,Nike Men Trainng Black Track Pant,17927.jpg,Track Pants,Black,Fall
8921,Men,Accessories,Belts,2011.0,Casual,Puma Men high shine White Belt,8921.jpg,Belts,White,Winter
53720,Women,Accessories,Bags,2012.0,Casual,Kiara Women Green Handbag,53720.jpg,Handbags,Black,Winter
10491,Women,Apparel,Topwear,2011.0,Casual,Flying Machine Women HS White Tshirts,10491.jpg,Tops,White,Fall
19259,Women,Accessories,Watches,2016.0,Casual,Guess Women Trapeze Gold Watch,19259.jpg,Watches,Gold,Winter
49328,Women,Accessories,Watches,2016.0,Casual,DKNY Women White Dial Watch NY8283,49328.jpg,Watches,White,Winter
23521,Men,Accessories,Watches,2016.0,Casual,ADIDAS Men Black Dial Watch,23521.jpg,Watches,Black,Winter
6928,Men,Apparel,Topwear,2011.0,Casual,Timberland Men's Rugby Pique Golden Rod T-shirt,6928.jpg,Tshirts,Blue,Summer
34071,Women,Footwear,Shoes,2012.0,Casual,Clarks Women Saturn Whizz Leather Black Sandals,34071.jpg,Heels,Black,Winter
26958,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Teal Shirt,26958.jpg,Tops,Blue,Summer
12297,Men,Apparel,Topwear,2011.0,Formal,Genesis Men Stripes Blue Shirts,12297.jpg,Shirts,Blue,Fall
44113,Women,Personal Care,Fragrance,2017.0,Casual,Boss Women Sunset Perfume,44113.jpg,Perfume and Body Mist,Orange,Spring
33030,Women,Apparel,Topwear,2012.0,Ethnic,Mother Earth Women Printed Black Kurta,33030.jpg,Kurtas,Black,Summer
55441,Women,Personal Care,Lips,2017.0,Casual,Revlon Fuschia Colorburst Lipstick 030,55441.jpg,Lipstick,Red,Spring
